#{"t_start": 1779600975.013974, "env_id": "None"}
r,l,t
-10.729987,97,204.851916
-10.882691,117,204.886482
-11.363831,90,204.945843
-10.905461,96,204.979412
-11.635948,105,205.000374
-11.44794,111,205.041695
-11.162352,73,205.050742
-11.134463,83,205.176038
-12.028397,130,205.191118
-12.072972,101,205.19284
-11.225012,148,205.196917
-11.389187,84,205.308567
-10.661186,80,205.308738
-1.876092,108,205.329704
-11.254813,111,205.349018
-11.206733,96,205.442387
-11.658871,99,205.447356
-10.987756,112,205.486734
-10.275618,126,205.528085
-10.790541,84,205.564352
-10.696222,92,205.580432
-11.127244,107,205.719835
-10.851116,92,205.772966
-12.071001,95,205.791603
-12.5722,146,205.810106
-11.068816,68,205.86983
-11.448013,111,205.874547
-11.004614,102,205.93793
-11.329954,90,205.940664
-10.744589,96,206.008704
-11.300707,82,206.057758
-11.299313,104,206.088268
-10.775453,87,206.135768
-10.91551,92,206.189567
-11.81499,110,206.241179
-14.492374,265,206.24583
-11.215406,103,206.28396
-11.174885,98,206.333881
-11.034919,70,206.35424
-11.211034,96,206.388895
-11.237291,75,206.44441
-12.5768385,136,206.484198
-11.529513,93,206.523304
-10.960402,123,206.533317
-10.891175,91,206.573559
-10.862473,106,206.628882
-11.476381,88,206.650725
-11.659792,123,206.691584
-10.798104,94,206.705009
-10.761441,78,206.763657
-10.933578,131,206.8199
-10.676975,82,206.823123
-10.877769,100,206.90803
-10.85355,79,206.936787
-11.062559,132,207.01055
-15.149683,225,207.018815
-11.032093,83,207.059029
-11.234368,104,207.062627
-11.960373,101,207.235674
-11.151128,96,207.280282
-11.994765,130,207.288237
-11.488373,115,207.306085
-12.035273,92,207.375723
-11.178416,95,207.423802
-11.429796,86,207.436841
-11.75758,115,207.462704
-11.291832,76,207.538155
-11.092431,75,207.570286
-1.5076761,138,207.57801
-12.740295,130,207.622761
-10.839055,77,207.643906
-10.751097,101,207.710135
-10.940415,101,207.719035
-10.679641,87,207.744348
-12.293714,100,207.783611
-11.213073,91,207.837623
-10.831265,89,207.843415
-10.676354,80,207.952057
-12.092861,104,207.981922
-12.450779,206,208.034292
-13.507385,201,208.067475
-11.092002,101,208.101052
-11.274055,88,208.112033
-11.03764,96,208.169998
-10.837867,90,208.195624
-11.361777,90,208.230275
-11.02101,105,208.261751
-11.32145,90,208.304065
-10.759562,100,208.339557
-11.371041,108,208.409874
-11.460194,137,208.421061
-10.759152,89,208.423709
-11.843584,134,208.529377
-11.089268,100,208.567088
-11.205202,99,208.569112
-11.394257,116,208.58035
-11.717664,112,208.777231
-11.114456,100,208.797641
-10.764418,91,208.797678
-13.459252,142,208.862044
-10.794075,75,208.905683
-11.399397,111,208.936499
-9.4796,113,208.959655
-10.935083,102,209.006801
-11.477781,104,209.054448
-11.1853,80,209.119174
-11.352101,122,209.13542
-12.675846,164,209.173547
-0.6456604,116,209.284683
-10.9666605,174,209.301445
-12.367042,134,209.324403
-11.036722,70,209.397402
-14.2170315,180,209.421698
-11.155493,88,209.443263
-11.038265,167,209.51367
-11.258346,98,209.531714
-12.117813,104,209.588055
-12.3585205,150,209.629265
-10.716414,86,209.63348
-11.599337,90,209.658576
-10.759204,91,209.713703
-10.911794,76,209.761502
-11.75508,101,209.768004
-10.984157,101,209.771986
-11.351484,102,209.857875
-10.760176,100,209.900378
-10.803276,110,209.927986
-11.271367,118,209.935158
-11.336916,93,209.988836
-12.21224,131,210.088532
-10.719519,110,210.091426
-11.270675,126,210.108571
-10.747169,92,210.201111
-11.133612,105,210.406929
-10.944904,91,210.417438
-14.178614,134,210.451392
-11.764102,123,210.451433
-11.158649,130,210.594337
-9.781823,116,210.620923
-10.857199,118,210.62445
-12.337714,160,210.648668
-11.520981,86,210.716621
-11.071587,101,210.763963
-11.5899935,100,210.76611
-11.281423,96,210.785881
-12.115845,135,210.90274
-11.461955,103,210.904118
-10.795584,105,210.924682
-11.140724,82,211.011461
-10.993052,105,211.045689
-13.1901,237,211.089775
-12.28171,160,211.15658
-10.814755,91,211.183609
-11.591135,137,211.214381
-11.659398,114,211.255337
-11.754728,100,211.296476
-11.421063,81,211.29782
-10.978104,113,211.37085
-11.338193,87,211.374977
-11.209535,70,211.391595
-11.217974,96,211.429273
-10.993309,90,211.497695
-10.991373,84,211.509922
-11.428431,105,211.523764
-10.786733,87,211.554059
-11.43875,97,211.634628
-10.716693,114,211.669939
-10.802092,109,211.704941
-11.540629,130,211.704981
-11.642425,98,211.890872
-10.91159,83,211.907463
-12.811359,140,211.916751
-10.811276,138,211.98367
-10.770085,77,211.999633
-11.133133,85,212.10509
-12.068355,142,212.108236
-10.97421,146,212.121959
-11.496862,104,212.149588
-10.9498825,87,212.236652
-11.131491,73,212.259817
-11.1584635,110,212.286772
-12.388392,132,212.301413
-10.925856,78,212.355318
-11.495358,101,212.409386
-10.787827,85,212.412334
-11.106747,98,212.444356
-10.76253,94,212.483403
-12.278688,124,212.576627
-10.838477,102,212.581006
-12.124457,127,212.584479
-11.068636,141,212.680978
-10.941997,87,212.701955
-0.887949,91,212.713834
-11.784179,162,212.809032
-10.787641,95,212.813324
-10.687801,88,212.823175
-10.784739,93,212.842543
-10.682593,86,212.931571
-1.1530437,131,212.991014
-11.26726,143,213.019459
-10.902918,132,213.02377
-12.367072,128,213.107971
-11.348069,88,213.147449
-11.249829,91,213.14753
-11.146992,116,213.151613
-11.298876,85,213.22644
-11.074231,84,213.344925
-11.310138,123,213.403691
-11.687012,142,213.426251
-10.685099,87,213.430468
-13.154199,129,213.526747
-11.501336,90,213.561102
-12.179208,112,213.565874
-11.122202,126,213.609944
-11.691194,124,213.697531
-11.002859,104,213.700244
-11.3649845,107,213.709428
-1.4582386,116,213.763627
-10.875388,88,213.826706
-11.1892185,107,213.861219
-11.520151,104,213.909646
-11.1646185,162,213.925301
-10.965923,83,213.940553
-10.877594,105,214.068857
-11.650744,120,214.104757
-13.479664,232,214.184299
-15.728686,231,214.227655
-10.94171,116,214.229144
-10.928898,106,214.252149
-11.062002,116,214.34343
-10.7849865,85,214.35033
-11.040869,83,214.372187
-12.653888,153,214.448345
-11.507504,91,214.507145
-10.928439,114,214.513985
-10.897054,122,214.533297
-10.83464,77,214.566618
-11.014576,105,214.666091
-10.970386,95,214.670946
-12.020546,133,214.701957
-11.873434,148,214.857363
-11.12319,103,214.899603
-11.09852,118,214.918077
-11.343575,142,214.984823
-10.7791815,76,215.007022
-10.803723,76,215.023405
-11.0102415,123,215.03243
-10.843908,76,215.092717
-11.2681055,99,215.145001
-11.118978,112,215.187236
-12.249321,126,215.1964
-11.056179,82,215.201397
-11.215638,114,215.300037
-11.427578,113,215.354958
-11.243534,130,215.371784
-11.065488,168,215.415378
-11.23507,69,215.463665
-11.531664,144,215.54681
-13.070708,146,215.661653
-14.316252,274,215.667255
-13.363181,198,215.679892
-11.126108,107,215.691384
-11.138682,118,215.82641
-11.33361,125,215.856861
-10.730451,125,215.871294
-10.945421,72,215.934366
-14.351414,197,215.949779
-11.109378,89,215.987107
-11.140505,95,216.078039
-11.18258,111,216.084573
-13.432211,166,216.104977
-10.887372,122,216.15597
-10.710385,86,216.278465
-11.905843,111,216.307365
-10.901039,104,216.322604
-11.155989,86,216.345181
-10.64589,82,216.393438
-10.767962,103,216.451462
-11.447493,110,216.474561
-10.825911,109,216.497144
-11.202081,106,216.539568
-10.900849,96,216.584748
-9.901734,101,216.617575
-11.5051775,145,216.697494
-11.177827,71,216.71098
-9.802665,97,216.714684
-11.191181,138,216.727886
-11.220867,98,216.842841
-11.183403,137,216.885343
-10.901986,121,216.895369
-11.690769,107,216.996668
-12.981773,206,217.001836
-1.4663782,129,217.077286
-11.341687,137,217.078941
-11.261372,131,217.189185
-12.461245,144,217.201433
-11.971616,103,217.224391
-11.261246,107,217.231059
-11.542541,113,217.388839
-11.234102,141,217.392087
-10.786606,123,217.412995
-12.096872,157,217.431213
-11.398174,101,217.530135
-11.831451,127,217.573986
-11.348814,135,217.62062
-11.802539,173,217.655293
-11.840054,122,217.789496
-10.871203,69,217.8004
-11.103292,106,217.806118
-11.736232,113,217.907866
-10.852521,94,217.944233
-10.907965,104,217.9637
-11.061161,129,217.980318
-10.991617,83,218.096937
-11.598866,112,218.120463
-11.600458,138,218.138779
-11.210057,78,218.209287
-12.146923,215,218.213442
-11.376605,94,218.255495
-11.23194,100,218.280728
-11.000441,83,218.32839
-11.887236,116,218.377398
-10.7459,99,218.393708
-10.754711,117,218.442234
-11.243301,72,218.492684
-10.79159,88,218.498995
-12.020073,135,218.514583
-11.269609,89,218.57188
-10.762694,93,218.647948
-11.316188,113,218.660073
-10.871184,120,218.663692
-10.723107,85,218.684592
-11.003576,72,218.790209
-12.00762,103,218.791608
-10.868695,101,218.806161
-11.290912,109,218.813293
-11.338771,81,218.910495
-10.949784,84,218.930429
-11.275358,96,218.934165
-10.913157,88,218.94637
-11.098004,82,219.05548
-11.379556,86,219.063817
-10.682492,104,219.100332
-10.864786,175,219.172285
-10.988271,101,219.29483
-12.143809,135,219.33644
-11.884629,121,219.362097
-10.910492,101,219.403758
-11.476602,113,219.458151
-11.040835,83,219.479752
-11.716506,102,219.483779
-11.040483,134,219.591727
-12.241355,107,219.631613
-9.929977,127,219.636101
-12.151616,120,219.646435
-11.507382,97,219.724753
-10.863861,87,219.771349
-11.963511,104,219.780158
-11.282179,126,219.816744
-10.84808,78,219.838229
-12.332631,114,219.938708
-11.969362,127,219.9482
-10.945745,97,219.94976
-10.739296,96,219.969867
-11.199761,86,220.064394
-11.574143,97,220.069613
-12.283489,149,220.182219
-10.644283,81,220.186444
-10.958429,86,220.197613
-11.374788,213,220.251175
-11.134541,86,220.306224
-10.81624,100,220.330758
-11.538864,101,220.342945
-10.999706,81,220.414308
-11.246047,122,220.418415
-10.9218235,104,220.47939
-11.335199,141,220.519338
-1.1158895,111,220.575482
-11.04372,121,220.656259
-10.929271,187,220.679404
-10.846477,113,220.683219
-11.667527,86,220.777679
-11.403276,99,220.879985
-11.015155,122,220.938843
-11.606496,126,220.958341
-12.920751,144,220.965292
-10.941483,92,221.005592
-11.289419,106,221.104173
-10.966412,102,221.149626
-14.252522,182,221.197805
-11.743614,167,221.203886
-12.1703205,130,221.292548
-10.868004,71,221.296707
-11.994203,125,221.330139
-13.710382,131,221.387018
-11.0485525,81,221.408086
-11.331306,100,221.466432
-11.193042,82,221.493376
-11.670714,149,221.493408
-12.960412,124,221.575634
-11.769168,117,221.625856
-10.888628,98,221.631369
-10.962111,139,221.690796
-10.898842,97,221.714909
-11.044456,103,221.780478
-11.098963,80,221.805297
-11.723229,151,221.839498
-10.984542,137,221.902993
-11.720033,136,221.967019
-10.76435,93,221.968626
-12.460591,128,221.980503
-10.83581,75,222.009678
-11.093252,126,222.144693
-11.816398,124,222.153654
-14.645808,171,222.284533
-14.446259,167,222.322254
-10.946559,140,222.417554
-11.557853,190,222.491966
-11.309021,161,222.503252
-13.163116,151,222.52574
-10.868942,113,222.569176
-10.83369,107,222.639021
-10.9401655,109,222.65314
-11.740221,123,222.736529
-10.887348,86,222.769015
-11.782041,98,222.771517
-11.11953,90,222.858662
-14.75311,249,222.864921
-10.954775,98,222.903012
-12.859692,170,222.998814
-11.256509,122,223.020264
-11.491252,121,223.026233
-10.727186,102,223.037471
-10.904003,82,223.111735
-10.74062,97,223.171295
-12.90437,120,223.187893
-11.252014,119,223.192271
-11.242064,116,223.272528
-10.747544,110,223.33618
-10.962658,113,223.344991
-12.175211,145,223.370882
-11.671798,98,223.403709
-10.73287,89,223.463966
-9.922806,98,223.467825
-12.534881,110,223.555437
-11.280095,115,223.701986
-12.012452,189,223.706404
-12.105936,129,223.727553
-11.242303,91,223.763272
-11.000498,95,223.837644
-10.911418,103,223.868456
-10.898749,107,223.904574
-13.13588,177,223.94734
-11.48292,125,224.03783
-14.5084095,168,224.0623
-10.881366,92,224.074856
-11.6589775,158,224.122022
-10.823159,96,224.171254
-10.999267,102,224.206703
-10.892477,97,224.213208
-11.181322,92,224.257322
-11.10508,84,224.29553
-11.134139,82,224.328828
-11.354297,109,224.371495
-11.235891,108,224.414318
-10.344923,131,224.520183
-11.983069,103,224.524786
-10.78216,109,224.57409
-11.059468,218,224.616653
-10.508406,144,224.730539
-11.624777,145,224.734838
-10.857115,93,224.745555
-11.941407,125,224.750102
-10.6282425,78,224.847644
-11.454214,104,224.90607
-11.025007,142,224.934275
-10.883359,84,224.967464
-12.278153,161,224.979734
-10.973939,96,225.040081
-10.661859,73,225.069839
-11.745169,103,225.078365
-11.397203,108,225.2166
-10.926448,101,225.261321
-1.1822462,98,225.29402
-11.145914,134,225.341824
-11.163648,114,225.373023
-11.059449,98,225.399062
-12.540542,109,225.44945
-11.606709,129,225.518631
-11.06743,99,225.537891
-11.511852,140,225.567547
-11.060722,98,225.584434
-11.060379,89,225.655396
-11.466222,118,225.674933
-12.067372,113,225.716678
-10.851225,122,225.748671
-11.057768,93,225.789468
-11.255545,104,225.827487
-11.128209,119,225.891834
-9.658239,110,225.911447
-10.873756,87,225.952776
-11.5705385,166,226.030219
-10.79952,104,226.040582
-11.005025,155,226.123824
-11.815896,128,226.126653
-10.884942,75,226.126682
-11.186433,86,226.154232
-10.923707,86,226.249929
-11.161302,84,226.28085
-11.536494,139,226.329074
-12.0430155,144,226.338976
-12.272863,105,226.423775
-11.700019,126,226.428007
-11.057837,129,226.500651
-11.000952,85,226.544841
-10.833401,109,226.572996
-16.276093,191,226.672901
-10.795296,100,226.718737
-11.210272,109,226.78017
-12.405868,152,226.881089
-12.4772625,164,226.926465
-12.168892,134,226.927837
-11.352776,121,226.966986
-11.137073,121,227.05391
-10.649923,108,227.079883
-11.203941,84,227.088871
-10.731109,120,227.10382
-10.673473,82,227.181032
-11.241203,109,227.242996
-10.948844,133,227.280294
-10.693662,94,227.310356
-14.768581,154,227.322251
-10.749073,88,227.444558
-11.648505,142,227.488499
-14.610929,180,227.500503
-9.636326,161,227.562751
-11.737014,138,227.648707
-10.896192,129,227.695446
-11.165038,103,227.713916
-11.16665,165,227.731896
-11.947313,113,227.805641
-11.868863,129,227.87128
-11.61578,112,227.883045
-11.823485,142,227.906396
-11.588768,85,227.988046
-11.395631,142,228.000464
-10.921974,78,228.014784
-11.066988,97,228.017755
-11.040726,95,228.227141
-11.118455,122,228.248201
-10.960407,125,228.267111
-12.954811,208,228.360259
-10.915217,69,228.367294
-11.945682,106,228.381714
-11.899232,109,228.567482
-10.828664,95,228.684789
-11.304762,78,228.686489
-10.800571,67,228.784782
-11.590394,102,228.84418
-16.041574,228,228.866191
-13.209891,241,228.891135
-11.296585,93,228.976212
-12.176295,132,229.050854
-11.20448,195,229.067769
-11.050352,89,229.099058
-10.866236,152,229.104634
-10.903664,76,229.158207
-10.723111,97,229.204873
-11.354163,107,229.258133
-10.661757,80,229.38005
-11.315285,127,229.393812
-13.23255,178,229.423771
-15.306303,246,229.458339
-10.699744,68,229.489604
-11.063308,106,229.533286
-11.346018,81,229.539834
-10.785297,82,229.577437
-11.837747,110,229.645676
-11.653679,129,229.710573
-11.384991,106,229.720715
-1.0952816,138,229.727971
-11.064465,86,229.764855
-11.748405,90,229.930028
-10.991404,108,229.938062
-10.979035,95,229.976006
-11.069491,135,229.987981
-10.840328,86,230.096203
-11.463317,93,230.120577
-18.076488,194,230.210025
-11.147648,196,230.220059
-11.734057,89,230.227325
-11.039288,101,230.266883
-11.231517,70,230.327108
-11.957572,117,230.386066
-11.814073,86,230.389164
-10.88179,137,230.404587
-10.779198,110,230.480772
-11.073542,76,230.490987
-11.210334,96,230.539164
-9.324253,121,230.558763
-11.146527,74,230.586565
-10.927329,90,230.623036
-10.855199,96,230.677243
-10.944588,117,230.727264
-11.140867,114,230.750571
-11.966521,117,230.78918
-11.535571,142,230.877457
-12.42705,109,230.880251
-10.856991,147,230.994939
-11.018899,187,231.013993
-11.316059,146,231.079779
-12.176211,158,231.093398
-11.550555,88,231.111056
-11.274391,114,231.164714
-10.849233,94,231.241564
-11.672186,124,231.251805
-10.849173,140,231.362372
-10.896659,70,231.46349
-11.4666,113,231.475947
-11.554316,174,231.571068
-10.799057,85,231.580786
-14.519955,248,231.587719
-11.937765,94,231.607913
-10.82208,97,231.72152
-11.463552,84,231.731014
-11.985017,131,231.760852
-1.4225454,160,231.81441
-11.316224,81,231.840335
-11.280432,120,231.885325
-11.246034,80,231.926818
-13.139653,134,231.943782
-10.771188,99,231.976926
-12.66181,130,232.065419
-11.149635,108,232.073592
-11.036127,82,232.090249
-10.76646,109,232.093055
-11.050618,83,232.191468
-11.283042,99,232.233781
-2.2496505,132,232.252985
-11.796676,135,232.284454
-10.87411,95,232.368963
-11.32087,74,232.389133
-10.225943,135,232.449377
-11.557257,105,232.530113
